,keyword,type,text,literal,neu_diff,pos_diff,neg_diff,off_diff,n-off_diff
623,venereal diseases,venereal disease,"They enclosed a specialized bandage and protected outer clothing from being stained by the medicine. (10) Considering the widespread occurrence of venereal diseases during the Renaissance, the greatly enlarged codpiece as a huge protective device is not too far-fetched. ",sexually transmitted diseases,0.017508428,-0.265436154,0.660669754,0.6779701,-0.115023036
624,venereal disease,venereal disease,And Kris Humphries plans on being' relentless' in fighting Kayla Goldberg's lawsuit and insists he's' 100 percent sure' he did not give her any venereal disease. ,syphilis,0.049178876,0.058127193,-0.222304063,0.713328475,-0.156269637
625,venereal disease,venereal disease,"The court documents state the two' had sexual intercourse more than once' and' Defendant Humphries did not at any time inform Plaintiff that he was infected with the incurable venereal disease, Herpes Simplex Virus.' ",syphilis,0.027901249,-0.008549659,-0.010549895,0.115819688,-0.093029252
626,venereal disease,venereal disease,"For a man who suffers from swelling and from venereal disease (?), he is to say No. 34 over water in which radishes are soaked, and drink.-- 35. ",syphilis,-0.046392747,-0.153673321,0.04253483,0.466076269,-0.147892493
627,venereal diseases,venereal disease,"Mass surveys, movement restrictions, monitoring of sex workers and treatment of venereal diseases were initiated and were broadened further in scope and technically improved after 1932 47, 48. ",sexually transmitted diseases,0.04656476,-0.180261508,0.526978864,0.192202335,-0.113304599
628,venereal diseases,venereal disease,"People are all for showing the deterioration of the lungs caused by smoking, but what of all the venereal diseases caused by living as though sex is merely for recreation anywhere, with anyone, and anyway. ",sexually transmitted diseases,-0.07820752,-0.125273382,0.025031633,0.125756174,-0.127367299
629,sex workers,sex worker,"Sex work is usually classified as ""direct"" (open, formal) or "" Direct FSW are typically women who do define themselves as sex workers and earn their living by selling sex. ",prostitutes,-0.251726383,-0.315248164,0.386746313,0.065045667,-0.068223228
630,sex worker,sex worker,I really appreciated that the author gave us a broad spectrum of the realities of being a parent and a sex worker and how that reality is often complicated. ,prostitute,-0.008424161,-0.006633086,0.093986149,-0.02361313,0.017030164
631,sex workers,sex worker,In many countries data are available on HIV prevalence among sex workers. ,prostitutes,-0.027098925,-0.013458148,0.104385521,-0.087204613,0.056067627
632,sex worker,sex worker,"In fact, all the sex worker parents I know say their main concern is not how their children will handle the truth, but how the rest of society will handle it. ",prostitute,-0.129664324,-0.05429786,0.08273258,-0.554539691,0.548740054
633,sex workers,sex worker,"These subgroups include injecting drug users, men who have sex with men, and commercial sex workers-- female and male. ",prostitutes,-0.122219977,0.008669538,0.075835266,-0.017529411,0.032581295
634,sex workers,sex worker,Suspense elements begin to emerge in the story when it looks like the pimp could get out of jail on a technicality involving an expert witness and then Heloise faces two blackmail threats-- from an old enemy and from one of her own sex workers. ,prostitutes,0.103572736,0.172720842,-0.077589044,-0.077964172,0.08336041
635,sex worker,sex worker,I found community in the sex worker rights movement. ,prostitute,-0.004885914,-0.01434528,0.636249974,-0.820881945,0.725030167
636,sex workers,sex worker,"The wide ranges in the number of women reporting commercial sex work is certainly related women themselves in defining sex work, but also by the temporal variations in sex work, the various levels of stigma linked to sex work, and the tendency of women who might be considered commercial sex workers to be a hidden population. ",prostitutes,-0.108035975,-0.162086639,0.169984787,0.055702137,-0.045326562
637,sex worker,sex worker,"Sofia the Muslim terrorist might have been willing to unveil and dress as an enslaved sex worker, but she wouldn't violate her religion by getting a tattoo. ",prostitute,-0.017453256,0.043985872,0.007155772,0.018988474,-0.03777792
638,sex worker,sex worker,"Syd is in two minds about whether it's inherently confusing to grow up with a sex worker as a parent. "" I thought my mom looked pretty, like,' You're you. ",prostitute,-0.022920702,0.057650399,0.014866253,-0.038610425,0.031406261
639,sex worker,sex worker,They could even be a trans person or a sex worker. ,prostitute,-0.292901566,-0.366411797,0.316694487,0.085834822,-0.190453227
640,sex workers,sex worker,"Pinkerton has defined risk compensation as ""any behavioral change that acts to offset a reduction in risk resulting from other changes"". 7 Risk homeostasis theory has been used to describe this phenomenon. 8 Accordingly, sexual risk compensation in the context of MC is characterized by someone knowing that they are less likely to contract HIV and responding to this reduced risk by increasing behaviors associated with greater risk of HIV transmission, such as not using condoms, increasing the number sexual partners, increasing the frequency of higher-risk sex (e.g. anal sex versus vaginal sex), or increasing the frequency of sex with high-risk partners ( e.g. sex workers have been used interchangeably in the public health literature. ",prostitutes,-0.02727487,-0.055712735,0.05285961,0.018256643,-0.010703121
641,sex workers,sex worker,"After some searching, I discovered that the health department offers HIV tests for sex workers, anonymous and free of charge. ",prostitutes,0.025445181,-0.422753441,2.646720726,-0.172125367,0.152114368
642,sex worker,sex worker,"Sexuality educator Cory Silverberg, author of the children's book What Makes a Baby?, doesn't think it's inherently confusing to grow up with a parent who's a sex worker. ""It's confusing for adults to talk to a kid about sex work, because our associations with sexuality are so complicated, but very young children don't have those associations yet,"" he says. "" There's a way to talk about any kind of sex work to a kid. ",prostitute,-0.075760283,-0.104836366,0.11136034,0.163793903,-0.145049814
643,sex workers,sex worker,"Family Health International (FHI) conducted a mapping and census study in Addis Ababa and Nazareth, the latter being a popular holiday destination located at the crossroads of included three groups of women: (1) street based sex workers, (2) establishment based FSW working in hotels, bars, restaurants, red light houses, pastry shops, tea and coffee houses, beer shops, and (3) women working as waitresses in the same establishments. ",prostitutes,-0.009679321,-0.134803875,0.829961169,-0.088555145,0.042510753
644,sex workers,sex worker,"The data obtained through surveillance, from national authorities or even from the more sophisticated mapping exercises will have hidden sex workers. ",prostitutes,0.133432906,0.242128548,-0.220161286,-0.553763843,0.290678168
645,sex worker,sex worker,So how are sex worker parents supposed to deal with this? ,prostitute,-0.068129769,0.066672756,0.012649739,-0.64470102,0.970309005
646,sex workers,sex worker,"However, these low figures obscure the fact that condom use has now become quite high among those people who need them most, namely those still having multiple partners: in the 2000 DHS, 59% of men and 38% of women who reported having a non-regular partner said they had used a condom during last sex with such partners. (see the 2004 Uganda HIV/AIDS Sero-Behavioral Survey, DHS, 2005.) Condom use had reportedly risen to nearly 100% among commercial sex workers in Kampala by the late 1990s (Asiimwe-Okiror et al., 1998). ",prostitutes,-0.080646247,-0.22732674,0.262823282,0.017107232,-0.011436564
647,sex worker,sex worker,Transfers pursuant to change in bargaining representative. (a) Authority to transfer from old plan to new plan pursuant to employee participation in another multiemployer plan after certified change of representative. (b) Notification by employer of plan sponsor of of employer and plan sponsor of new plan; appeal by new plan to prevent transfer; further proceedings. (c) Reduction of amount of withdrawal liability of employer upon transfer of appropriate amount of assets and liabilities by plan sponsor of old plan to new plan. (d) Escrow payments by employer upon complete or partial withdrawal and prior to transfer. (e) Prohibition on transfer of assets to new plan by plan sponsor of old plan; exemptions. (f) Agreement between plan sponsors of old plan and new plan to transfer in compliance with other statutory provisions; reduction of withdrawal liability of employer from old plan; amount of withdrawal liability of employer to new plan. (g) Definitions. ##486410 Thoughts on deciding whether or not to tell your kids you're a sex worker ,prostitute,-0.01458544,0.003588228,0.053671882,0.168127215,-0.065030064
648,sex workers,sex worker,Estimating the population size of FSW in the different countries of the world is a very ambitious reach population group and the extent to which sex workers can be reached depends on the country's legal view and the level of stigma towards sex workers. ,prostitutes,-0.138510096,-0.093859652,0.213781739,-0.265859617,0.278665121
649,mentally disabled,mentally disabled,"This time, the fatal shooting of a mentally disabled young man on Nov. 5 and a 12-year-old boy on Nov. 9, both killed by the Israeli army inside Gaza, set off the new round of fighting. ",retarded,-0.077121079,0.036714878,0.005653844,0.434424734,-0.300700849
650,mentally disabled,mentally disabled,"These things are all true of angels and humans who have the necessary mental ability (I say necessary because some human persons, babies and the mentally disabled lack the necessary mental ability to sin). ",retarded,-0.112482191,-0.159278915,0.196112896,0.227565163,-0.254214408
651,mentally disabled,mentally disabled,"In addition, bats that are found in a room with a person who can not reliably rule out physical contact (for example a sleeping person, a child, a mentally disabled person or an intoxicated person) will need to be tested for rabies. ",retarded,-0.060934462,-0.023154781,0.008800409,0.165955244,-0.176306314
652,mentally disabled,mentally disabled,"It was at that point that my mom noticed all the people glaring at her and realized that, from an outside perspective, it appeared as though she was not only refusing to let her poor, mentally disabled daughter go to a park and/or a birthday party, but was also taunting her child about her disability. ",retarded,-0.146642157,-0.02464545,0.012480524,0.441252305,-0.409761303
653,mentally disabled,mentally disabled,"Rapp, who herself suffers from a congenital condition that caused said that her mother ""probably wished she'd had the choice"" to abort her, and that it would have been her prerogative to do so, even though doctors gave her incorrect information in predicting Rapp would become mentally disabled or never walk. ",retarded,0.139172065,0.186945105,-0.042258399,-0.175655935,0.102249151
654,mentally disabled,mentally disabled,"What makes the life of a sick, mentally disabled 2 year old any less precious than a healthy person? ",retarded,-0.349054683,-0.167325273,0.020419776,0.139127532,-0.44393978
655,mentally disabled,mentally disabled,"Stand up for those who can not stand up for themselves (the elderly, children, mentally disabled, etc.) Be wary of those who appear to enjoy bickering. ",retarded,-0.14476661,-0.138894525,0.0618479,0.1079364,-0.051957152
656,mentally disabled,mentally disabled,"This would mean that anyone whose rape is not considered ""forcible"" (for example, anyone who is physically or mentally disabled, or who was unconscious or under the influence of drugs or alcohol at the time) would still be required to contact the absent parent. ",retarded,-0.143349918,-0.170622545,0.096396056,0.070389697,-0.073366029
657,mentally disabled,mentally disabled,"FYI: I have volunteered for years with the mentally disabled, have you? ",retarded,-0.345111701,-0.540077665,1.630561933,1.214431389,-0.397896915
658,mentally disabled,mentally disabled,I think though that you assume that those that disagree with decision to stand against a poorly thought through project also stand against compassion for the mentally disabled.. ,retarded,-0.101752005,-0.070646468,0.036459798,0.23297687,-0.130230199
659,mentally disabled,mentally disabled,"We believe that mentally disabled people (with serious mental diseases) in this industrial society, increasing in number, should also enjoy reasonable protection. ",retarded,-0.1579207,-0.531498207,1.401460484,0.277975395,-0.242575325
660,correctional facilities,correctional facility,.6 Continued tax payer money funded rehabilitation based correctional facilities. ,jails or prisons,-0.254168727,-0.615036579,1.977632884,0.504670679,-0.099087051
661,correctional facilities,correctional facility,Very few correctional facilities have formal vocational education programs that provide offenders with marketable skills and assistance in employment planning. ,jails or prisons,-0.004766852,-0.088230323,0.110261652,0.230048038,-0.040768425
662,correctional facility,correctional facility,What SHOULD prevent a LEO from committing vehicular homicide is the same thing that tends to and risking their fellow citiziens-which is getting your a** thrown in the appropriate state correctional facility next to bubba for a long long time. ,jail,-0.17667372,-0.140656062,0.01963766,0.020953926,-0.054575209
663,correctional facility,correctional facility,"Corrections Officer Internment/Resettlement Specialist Job Details City: Nation Wide State: Nation Wide Country: USSA-- the united socialist states of ameriKa Company Name: Army National Guard Job Category: Legal/Law Enforcement/Security Job Description: As an Internment/Resettlement Specialist for the Army National Guard, you will ensure the smooth running of military confinement/correctional facility or detention/internment facility, similar to those duties conducted by civilian Corrections Officers. ",jail,-0.017414621,-0.056787002,0.27139678,0.093301027,-0.01955152
664,correctional facility,correctional facility,"If you're a minor and killed someone, you just stay at a correctional facility for a few months, get a slap on the wrist, and you will never have a record of doing anything wrong in your life. ",jail,-0.002598843,0.025093751,0.000158077,0.001130831,-0.001741545
665,correctional facility,correctional facility,"Intro Reporting live from WKQXL, The Lab This is Connie Cargen, we have just been informed That the rapper, Tad Virgil AKA Turk Was released from the New Orleans Correctional Facility At 6:30 PM Central time, he is reported to be raw and uncut And has signed a deal with producer Kenoe At Laboratory Records, in a record deal worth so much It made me wan na start rapping His contributions to hip-hop, have been very overlooked But in a press conference, he said (I can't be fucked with, nigga) ",jail,-0.021880944,0.002233422,0.118020194,-0.000561786,0.000724581
666,correctional facility,correctional facility,I wrote this song in 2007 while locked up at Hale Creek Correctional Facility. ,jail,-0.031337398,0.1779436,0.06130245,0.086897359,-0.033869123
667,correctional facility,correctional facility,"Monk is at home making breakfast and watching a news broadcast about an escaped prisoner, Joe Endicott, who murdered a woman during his getaway from the Bayside Correctional Facility. ",jail,0.020197496,0.067707522,-0.017704111,0.012069421,-0.007142395
668,correctional facility,correctional facility,"Reyna would not comment on whether the truck Nappi was driving carried passengers. "" This was such a tragic case and and booked on suspicion of felony DUI causing injuries and gross vehicular manslaughter, and is being held at John Latorraca Correctional Facility in lieu of $310,000 bail. ",jail,-0.000672607,0.015666305,-4.63E-05,0.00295343,-0.001422935
669,correctional facilities,correctional facility,"Therefore, no visitors will be allowed at our 107 correctional facilities as a precautionary measure to minimise face-to-face contact and interaction with the civilian population. ",jails or prisons,-0.073647231,-0.148567069,0.242458443,0.11642597,-0.023531573
670,correctional facilities,correctional facility,"READ MORE: Release vulnerable inmates if virus hits prisons Ms Haddad said Tasmania needed to do the same. ""At a time when public health experts are advising that social distancing is essential to slow the spread of coronavirus, we need to extend those measures to include our overcrowded correctional system,"" Ms Haddad said. ""History tells us that prisons are commonly epicentres for infectious diseases and we know that Risdon Prison and other Tasmanian correctional facilities are already operating at or near capacity."" Tasmanian Prisoners Legal Service chairman Greg Barns said the Tasmanian government must move immediately to follow NSW's lead. ""Prisons are dangerous environments at the best of times when it comes to health,"" Mr Barns said detention must be utilised to remove at risk prisoners. ""This is an overcrowded system and the Tasmanian government has a duty of care to prevent deaths and serious harm."" Mr Barns said the refusal to allow sanitiser in Tasmania's prisons was ensuring the risk of COVID19 contagion was acutely high. ",jails or prisons,-0.022493083,-0.047329515,0.019124627,0.001534066,-0.000560539
671,correctional facility,correctional facility,"Even though most personal visits have been stopped, hundreds of thousands of guards, wardens and other correctional facility administrators go in and out every day, potentially carrying the virus home to their families and communities. ",jail,0.006004633,-0.023162599,-0.001806059,0.053425113,-0.015076892
672,correctional facility,correctional facility,"Last week, officials confirmed that seven inmates in the state's prison system have tested positive for COVID-19-- all at the Minnesota Correctional Facility in Moose Lake. ",jail,-0.015221059,0.080591111,0.037453449,0.040513537,-0.012438673
673,correctional facility,correctional facility,""" Security Quarantine refers to the practice of separating individuals who have recently transferred to a correctional facility. ",jail,-0.03436222,-0.005896251,0.085098236,0.138887426,-0.035671475
674,correctional facilities,correctional facility,"""With over 460 nursing homes in Ireland, we hope the companion app will help mitigate coronavirus at care facilities across the countries."" 61853941 PRETORIA, May 8 (ANA)-- President Cyril Ramaphosa has authorised the parole of' low-risk' prisoners in an effort to combat the spread of the novel coronavirus disease (Covid-19) in South Africa's correctional facilities, which are considered high-risk infection areas, the presidency said on Friday. ",jails or prisons,0.014216925,-0.089511538,0.047417776,0.022300166,-0.005540742
675,correctional facilities,correctional facility,"Institutions such as universities, schools, hospitals, correctional facilities and military installations are uniquely suited to composting because they typically generate large quantities of organic materials and have land available for composting. ",jails or prisons,0.113280987,-0.033825141,0.273620015,0.131885542,-0.028686656
676,correctional facility,correctional facility,"That man was former Carolina Panthers wideout Rae Carruth, who is currently serving 18 to 24 years at a North Carolina correctional facility. ",jail,-0.353585555,-0.440533703,0.560286268,0.105371591,-0.040630853
677,correctional facility,correctional facility,"After training prisoners for six months last year, Omega in January started running a reservation center out of the Leath Correctional Facility in Greenwood, S.C. ",jail,-0.007610509,0.162263511,0.034123343,0.004586727,-0.000726273
678,freedom fighters,freedom fighter,The people at earthquake scenes like East Azerbaijan can only dream about such freedom fighters! ,rebels,-0.06455345,-0.140914149,0.106860545,0.314064912,-0.054569938
679,freedom fighters,freedom fighter,"Or is he just in autopilot mode, spinning the (by now) all too familiar yarn of oppressive government versus plucky freedom fighters? ",rebels,0.255832298,0.314279598,-0.137114687,0.034413013,-0.015531116
680,freedom fighters,freedom fighter,"President Barack Obama has ruled out sending U.S. ground forces into Libya, where a rebel force ousted longtime ruler Muammar Gaddafi with the help of his commitment no boots on the ground, that obviously had to do with entering into the fray between the Gaddafi forces and the Libyan freedom fighters and that's not what these guys are engaged in, "" Nuland said. ",rebels,0.014193683,0.030461649,-0.013711629,0.006115942,-0.000954508
681,freedom fighter,freedom fighter,"Finally, ""Hunger Strike"" is a powerful novella about a teen-aged boy, who lives with his widowed mother as they follow IRA freedom fighter who is on a hunger strike. ",rebel,-0.006020184,0.024148809,-0.144477665,0.077140295,-0.012456157
682,freedom fighters,freedom fighter,"The Freedom Fighters over t the FBI, teamed up with Bernanke's Bankastan Global (private) bankers playing those mind games on the American (consumers), formerly known as citizens. ",rebels,-0.001124753,-0.131161311,0.009263286,0.188364617,-0.058725496
683,freedom fighters,freedom fighter,"And now, as the freedom fighters did in the American South, in Israel, protesters have come together to defy such rules. ",rebels,-0.007567765,-0.16764555,0.007295334,0.303512422,-0.0346576
684,freedom fighters,freedom fighter,There were several freedom fighters that stood up for the right to vote. ,rebels,0.160766152,-0.218763003,-0.070797151,0.153081793,-0.007951907
685,freedom fighters,freedom fighter,"Moreover the assessment team is in violation of Obama's decision not to send U.S. ground forces into Libya, ""When the president made his commitment no boots on the ground, that obviously had to do with entering into the fray between the Gaddafi forces and the Libyan freedom fighters and that's not what these guys are engaged in."" From Reuters: ",rebels,-0.013680912,0.007233487,0.0058699,0.001599873,-0.000244024
686,freedom fighters,freedom fighter,"Obama inherits a hornet's nest of angry religious zealots, dangerous folks that that the neocons themselves have stirred up for 50 years or so (anyone recall Reagan arming ""the valiant freedom fighters in Afghanistan"" aka "" the Taliban?) Because I do, just like it was yesterday. ",rebels,0.030335883,0.021967298,-0.006879064,0.016446322,-0.016566144
687,freedom fighter,freedom fighter,"And yes I am an Iranian freedom fighter a friend of peace, a friend of freedom, liberty, advancement and entrepreneurship like the kinds ushered upon me and millions socialism, Islamism, PC world view, big governments, elitism, authoritarianism, MSM, and the garbage propaganda indoctrinated onto our todays' youth in schools and colleges these days.... My list can go on but... ",rebel,-0.068514994,-0.186317572,0.076537985,0.012483613,-0.007761021
688,freedom fighters,freedom fighter,"Obama would probably love to fully support the noble anti-colonialist, anti-imperialist freedom fighters in the name of human rights. ",rebels,0.023469139,-0.018634469,-0.015216736,0.144502969,-0.02290651
689,freedom fighters,freedom fighter,"After all, they're not terrorists, they're freedom fighters. ",rebels,-0.076407298,-0.543850888,0.683118697,0.421076049,-0.196420375
690,freedom fighters,freedom fighter,Let us honor King's memory and walk to school with Hadassa and Na'ama Margolese; let us send our support to the freedom fighters in Israel who refuse to have their children spat upon or to sit at the back of the bus. ,rebels,0.048862097,-0.238075875,0.272227132,0.175385273,-0.038252191
691,freedom fighters,freedom fighter,"A group of ""terrorists"" named ""Liber8"", consider themselves to be freedom fighters against the Orwellian corporate regime that dominates their time. ",rebels,-0.089409185,-0.23293994,0.03237375,0.068937642,-0.046498706
692,freedom fighters,freedom fighter,The violent Indian Freedom Fighters who fought the British were very much this. ,rebels,0.179567954,0.090176387,-0.110661107,0.145326227,-0.040206507
693,freedom fighter,freedom fighter,"She is a stone thrower, a freedom fighter. ",rebel,-0.599861352,-0.902052361,2.272677187,2.11149274,-0.496542078
694,freedom fighters,freedom fighter,"Isn't the whole point of the Assassins that they're a secret society of enlightened freedom fighters, anyway? ",rebels,0.000336649,-0.066823787,0.012118373,0.571538181,-0.100881792
695,freedom fighters,freedom fighter,"In its current state, Guslick pointed out, 3D printing simply is not the most effective method for mass DIY gun manufacturing. ""If someone really wanted to make plans available for insurgents and freedom fighters to be able to produce their own weapons, coming up with plans that could be used with just a mill and lathe would be far more usable,"" he argued. ",rebels,-0.007047968,-0.055690458,0.014897912,0.033236911,-0.005800569
696,freedom fighter,freedom fighter,Opposing a powerful central government to protect the rights of the minority makes one a freedom fighter. ,rebel,-0.446565029,-0.801760185,0.930719138,0.992069564,-0.131180293
697,freedom fighters,freedom fighter,"""They plot, incite and instigate-- the root cause for such acts is the Dalai Lama clique,"" Li Changping told CNN. ""His loyalists have called those who committed self-immolation national heroes or freedom fighters, vowing to build them monuments and rewarding their families with lots of money."" ",rebels,0.069519378,0.19075291,-0.062689546,0.055504988,-0.018632996
698,detainees,detainee,"Instead, the detainees remain stuck in legal limbo in the U.S. prison for suspected terrorists with no prospect for getting out any time soon. ",prisoners,-0.097528728,-0.03923901,0.012301915,0.030606085,-0.021076103
699,detainee,detainee,"By the time they are done, the narrative of the innocent detainee being blindly or stupidly detained by the administration would be so entrenched that there would be real strategic harm to the administration's case that there are people they actually need to and can justify keeping in military detention. "" ",prisoner,-0.011112987,-0.067094459,0.002766595,0.008556587,-0.007887264
700,detainee,detainee,"Jeff Kaye: Sideways on the topic of Guantanamo and justice-- have you seen today's Sydney Morning Herald article on David Hicks? (Lindh was Detainee #001, Hicks #002, and Latif #156 I think.) Mass forced unknown medication in Gitmo, and a just aborted trial in Australia to strip Hicks of profits from his book? (Now no look at secret documents in discovery.) ",prisoner,0.038190411,0.031113678,-0.034931433,0.033737571,-0.007781068
701,detainees,detainee,"Military officials had been on a hunger strike that he ended in June and recently had hurled a ""cocktail"" of food and bodily fluids at guards, causing him to be placed in a special disciplinary cell in Camp 5, where he was isolated from other detainees. ",prisoners,0.001102681,0.103222171,-0.00160157,0.008586195,-0.007455963
702,detainee,detainee,To be cleared for release merely means that the government has determined that whatever threat a detainee is believed to pose can be mitigated by some means short of detention-- and that outweigh the risks. ,prisoner,0.004264266,-0.045572222,0.060898393,0.055984652,-0.011863349
703,detainee,detainee,"On the neo-Nazi Web site Blood and Honour, a user called 88Soldier88, wrote in 2008 that he is an active duty soldier working in a detainee holding area in Iraq. ",prisoner,-0.004412788,-0.032635825,0.002741412,0.031112697,-0.010009072
704,detainees,detainee,"The majority of the nearly 800 early detainees were never captured anywhere near a battlefield, they were sold for a bounty from places like Pakistan. "" ",prisoners,-0.0073377,0.090001206,0.002314722,0.061811204,-0.016266294
705,detainee,detainee,No detainee has been harmed. ,prisoner,-0.002658961,0.041666537,-0.003784152,-0.055635962,0.013519627
706,detainees,detainee,Innumerable interviews with former detainees have revealed the use of rape to be anything but the haphazard actions of low-level security personnel taking out their frustration on protesters who've politically humiliated them. ,prisoners,-0.067244242,-0.004118042,0.011532701,0.088239179,-0.079516501
707,detainees,detainee,"They conducted over 50 interviews of witnesses, potential criminal suspects, and detainees. detail detainee abuse by Military Police personnel on numerous occasions from October to December 2003. ",prisoners,0.001264682,0.045385988,-0.003931057,0.002059296,-0.000732745
708,detainees,detainee,"We analyzed approximately fifty witness statements from military police and military intelligence personnel, potential suspects, and detainees. ",prisoners,-0.008756451,0.117796808,0.025001511,0.047359992,-0.01001628
709,detainees,detainee,I think too many people want to be able to critize without having to actually say what they would do in the identical position. (Or acknowledge real-world trade-offs-- such as the strong likelihood of amount of of civilian casualties if AQ detainees were treated according to either Geneva Convention or UC criminal law standards.) ,prisoners,-0.017200457,0.002192063,0.015676216,0.12811665,-0.023817208
710,detainee,detainee,"Therefore, when we weigh in our hands and minds the liberty and the life of a ""detainee"" and ask ourselves, ""Should we let this man go or carry on as we were?"" What is at stake, what matters, what is it that truly hangs in the balance-- morality, humanity, decency, principles, the courage to do what is right and pay the price? ",prisoner,-0.111538113,-0.141242238,0.179032355,0.412537674,-0.075904935
711,detainees,detainee,"It's not just that torture and other violations of forms of sexual violence, against male as well as female detainees, has increasingly become the rule in the 14 months since Mubarak's ouster. ",prisoners,0.004033087,0.037181155,-0.000952273,0.018088473,-0.01795288
712,detainees,detainee,"While clearly the 800th MP Brigade and its commanders were not tasked to set conditions for detainees for subsequent MI interrogations, it is obvious from a review of comprehensive CID interviews of suspects and witnesses that this was done at lower levels. (ANNEX 19) ",prisoners,-0.011324658,0.018463174,0.014636635,0.047812607,-0.008204646
713,detainees,detainee,"Other jails have adopted policies for placing transgender detainees, most notably in San Francisco. ",prisoners,-0.078367958,-0.044001703,0.252045787,0.098687981,-0.041576494
714,detainees,detainee,"2. (S/NF) With respect to interrogation, MG detention guard force subordinate to the Joint Interrogation Debriefing Center (JIDC) Commander that ""sets the conditions for the successful interrogation and exploitation of internees/detainees."" Regarding Detention Operations, MG Miller's team stated that the function of Detention Operations is to provide a safe, secure, and humane environment that supports the expeditious collection of intelligence. ",prisoners,0.001806209,-0.010492346,0.04170393,0.066236767,-0.010212552
715,detainee,detainee,"While an American soldier must obey promptly all legal orders, he must also disobey an order which requires him to commit a criminal act in violation of the law of war.... An order to execute a prisoner or detainee is clearly illegal. ",prisoner,-0.047482356,-0.070520136,0.007615354,0.006126178,-0.003537194
716,detainees,detainee,"Abu Khaizaran, 41, was one of 477 detainees freed on 18 October 2011 in the first phase of Hamas's prisoner exchange with Israel, and one of 205 banished by Israel from their homes in the West Bank. ",prisoners,0.03109148,0.105555092,-0.048994926,-0.011970083,0.003259933
717,detainee,detainee,"The DOJ recently informed a lawyer for a Yemeni detainee, Yasein Khasem Mohammad Esmail, that he would be barred from visiting his client unless he agreed to a new regime of restrictive rules, including acknowledging that such visits are within the sole discretion of the camp's military commander. ",prisoner,-0.001412625,-0.029283911,0.00457817,0.059049329,-0.010230715
718,comfort women,comfort women,"Where was the peace and justice when thousands of Korean women were enslaved as ""Comfort Women"" to satisfy carnal demands of marauding soldiers. ",prostitutes,-0.178526594,-0.261857548,0.040604045,0.154469333,-0.09573257
719,comfort women,comfort women,More than and more than 200 thousand Chinese women were forced by Japanese to be comfort women (military prostitutes). ,prostitutes,-0.181097473,-0.147971829,0.084494794,0.078943902,-0.097803166
720,comfort women,comfort women,And what about the' comfort women' industry in Israel that uses Slavic women as sex slaves? ,prostitutes,-0.027745006,-0.019154713,0.004488701,0.035110706,-0.054131767
721,psychiatric hospital,psychiatric hospital,"You may believe that if you have signed yourself voluntarily into a psychiatric hospital, you can sign yourself out and leave when you decide to do so. ",insane asylum,-0.190520791,-0.217388306,0.800122767,0.505973565,-0.201761813
722,psychiatric hospital,psychiatric hospital,"Anyone 18 or older who believes that she/he would be helped by a stay in a psychiatric hospital can request voluntary admission to leave the hospital, you can request voluntary admission and write a ""three-day letter"". ",insane asylum,-0.120596885,-0.25417191,0.850080761,0.498776924,-0.112587276
723,psychiatric hospital,psychiatric hospital,"If you are in a psychiatric hospital, want to leave, and your voluntary request has been accepted, you can try to leave by writing a ""three-day letter"". ",insane asylum,-0.142971122,-0.141639629,0.618502359,0.710426004,-0.135911844
724,psychiatric hospital,psychiatric hospital,"From more to less restrictive placement-Except if you have been found not guilty by reason of insanity, during your stay in a psychiatric hospital it is found that your treatment needs could be equally well met in a less restrictive environment, you must be released. ",insane asylum,-0.119242085,-0.309560001,0.528192494,0.224693648,-0.090489648
725,psychiatric hospital,psychiatric hospital,"Patricia R. Recupero, J.D., M.D., first woman president of Butler Hospital, a private, nonprofit academic psychiatric hospital in Providence, R.I. Excerpt from ""Women in Psychiatry: Personal Perspectives"" edited by Donna M. Norris, MD; Geetha Jayaram, MD, MBA; and Annelle B. Primm, MD, MPH. ""To understand the heart..."" ",insane asylum,-0.034955166,-0.09757355,1.302268452,0.288113313,-0.052374959
726,psychiatric hospital,psychiatric hospital,"Albert said he didn't know how much the cuts would save the facility, since he hoped some of the 31 people could move into open positions in other areas at the private psychiatric hospital. ",insane asylum,-0.146246946,-0.326728304,0.730401253,1.066837273,-0.210609313
727,psychiatric hospital,psychiatric hospital,"At the end of 1989, David Foster Wallace was admitted to McLean Hospital, the psychiatric hospital associated with Harvard University, for substance addiction. ",insane asylum,-0.335481811,-0.154630648,3.719088203,0.358185784,-0.192639746
728,psychiatric hospital,psychiatric hospital,"In Sharp Objects, Camille Preaker is a mediocre journalist fresh from a stay at a psychiatric hospital. ",insane asylum,-0.070037699,-0.030668731,0.014483606,0.09899948,-0.134736017
729,psychiatric hospital,psychiatric hospital,In those days many insurance policies covered 60 days in a psychiatric hospital. ,insane asylum,-0.24791449,-0.141267621,0.525465004,0.341166205,-0.183678286
730,psychiatric hospital,psychiatric hospital,"Prior to moving to Washington, D.C., she taught English at a community college in Delaware, at a public high school and at a psychiatric hospital for adolescents. ",insane asylum,-0.181580278,0.007908226,2.548080127,0.437255015,-0.125756334
731,psychiatric hospital,psychiatric hospital,"Unable to eat and seriously considering suicide, Craig checks himself into a psychiatric hospital. ",insane asylum,-0.171031532,-0.043756424,0.01448893,0.180961173,-0.239851358
